method,feature,fclass,ccc,ccc_precision,ccc_accuracy,ccc_loc_shift,ccc_scale_shift,icc
unet,original_firstorder_Kurtosis,firstorder,0.5915725064589197,0.7744568192590267,0.7638547324367493,-0.33922932270293954,0.4989289459325496,0.5939985598887462
unet,original_firstorder_Mean,firstorder,0.9948419475729793,0.9976299025278216,0.9972054216220082,-0.05912258611472056,0.9551150137227642,0.9948932646891652
unet,original_firstorder_MeanAbsoluteDeviation,firstorder,0.9492439651873521,0.9651736082451776,0.9834955670961747,0.14430949320359174,0.8933283838530403,0.9497260084508272
unet,original_firstorder_Median,firstorder,0.9837470099779981,0.9895922818736669,0.9940932523396386,-0.03172526181169563,0.9010030902307794,0.9839069242722255
unet,original_firstorder_Range,firstorder,0.8255693771054023,0.8551764424905826,0.9653789979305862,0.24203655666763893,0.8917384150391703,0.8270119391823321
unet,original_firstorder_RobustMeanAbsoluteDeviation,firstorder,0.9013250105390871,0.9295667462285692,0.9696183885621292,0.14528425204845064,0.8158616916604645,0.9022152713630202
unet,original_firstorder_RootMeanSquared,firstorder,0.994809760165916,0.9976747139709866,0.997128368831092,0.00037914989403124374,0.926932794946084,0.9948613958583776
unet,original_firstorder_Skewness,firstorder,0.8270710452137798,0.9088001177791118,0.9100692539905714,-0.23955734881401583,0.6891189569656323,0.8285037681203556
unet,original_firstorder_Uniformity,firstorder,0.38780636506849947,0.589614033555373,0.6577291974039813,-0.7294163193760131,0.49711664843797954,0.39019511472466056
unet,original_firstorder_Variance,firstorder,0.9766064902733389,0.983357738846108,0.9931344938814524,0.10006814746884467,0.9401329071249293,0.9768350062655431
unet,original_glcm_Autocorrelation,glcm,0.886357757237732,0.9434583723468905,0.9394773348959551,0.3546484019911843,1.0569426610916999,0.887366180066274
unet,original_glcm_ClusterProminence,glcm,0.7902898059017182,0.8415235722476552,0.9391178476330796,-0.24622431508681425,0.7695194535706394,0.7919506070569418
unet,original_glcm_ClusterShade,glcm,0.8406493187378066,0.8935317202642306,0.9408164250612324,-0.21500552155833633,0.7548906111146166,0.8419910371917395
unet,original_glcm_Contrast,glcm,0.1571498314567111,0.9262698863915723,0.16965879358219516,2.338965233030296,6.15514212513801,0.15848562783806353
unet,original_glcm_Correlation,glcm,0.16507031409623946,0.8878630059567438,0.18591867550373148,-2.309313837691375,5.233380114556851,0.16646013921373215
unet,original_glcm_Dissimilarity,glcm,0.26954668812786176,0.9588266142221364,0.28112140832316784,1.999356530327901,2.753803214832773,0.271530088653159
unet,original_glcm_Energy,glcm,0.31065571938706876,0.7560135408445908,0.41091290380859524,-1.503702577697869,0.46762517341984383,0.3128120715110986
unet,original_glcm_Homogeneity,glcm,0.3661250426263211,0.9734455323235683,0.37611251011897706,-1.8026081434536185,1.2973737268016978,0.36846062223847426
unet,original_glcm_JointEntropy,glcm,0.3356393031976444,0.8547616477502945,0.3926700549574685,1.7378095536189124,1.3099852245257515,0.33788407217392497
unet,original_glcm_MaximumProbability,glcm,0.3823230847235039,0.7727127838867439,0.4947803280805314,-1.3266368953636627,0.5914379245797424,0.3846992833902402
unrolled,original_firstorder_10Percentile,firstorder,0.9065974010429069,0.9534909849541,0.9508190589621041,-0.3214693895682839,0.9897062240571662,0.9074449782366861
unrolled,original_firstorder_90Percentile,firstorder,0.9892811705909585,0.9923666387522471,0.996890798178012,-0.00036312190155771227,0.9240783784720162,0.9893872213194069
unrolled,original_firstorder_Energy,firstorder,0.9396043492981541,0.9576854363467372,0.9811200146077643,0.14397300495818854,0.875323163723018,0.9401721723993924
unrolled,original_firstorder_Entropy,firstorder,0.6899947230990102,0.8143359241539798,0.8473096944800161,0.5882778392359052,0.8872012955626806,0.6921403948465984
unrolled,original_firstorder_InterquartileRange,firstorder,0.8598853348732846,0.9128548650127868,0.941973765852954,0.3040866097668103,0.8393867016468434,0.861091850836518
unrolled,original_firstorder_Kurtosis,firstorder,0.7441821965344377,0.8259212615457641,0.9010328601320345,-0.24853953411963597,0.6738140892275858,0.7460908297068539
unrolled,original_firstorder_Mean,firstorder,0.9943237595956822,0.9977049131845892,0.996611068519133,-0.06833006402854086,0.9548810088489305,0.9943802030065383
unrolled,original_firstorder_MeanAbsoluteDeviation,firstorder,0.9430214503912565,0.9756132843128543,0.9665934910423519,0.2383613557907994,0.8950500305904163,0.9435590766678436
unrolled,original_firstorder_Median,firstorder,0.9893759426686787,0.99188705156851,0.9974683519702565,-0.014706969384652949,0.9326749501169155,0.9894810657043819
unrolled,original_firstorder_Range,firstorder,0.860562955116848,0.8771505746964888,0.9810891994394685,0.19366901822057592,0.9682227434228993,0.8617645741729258
unrolled,original_firstorder_RobustMeanAbsoluteDeviation,firstorder,0.8972184603930272,0.9388291582567438,0.9556780938280812,0.26022969948252506,0.8537975576585458,0.898141584141059
unrolled,original_firstorder_RootMeanSquared,firstorder,0.9950614070597876,0.9985965015924694,0.9964599369945275,0.023159866782455414,0.9221691780026054,0.9951105515192324
unrolled,original_firstorder_Skewness,firstorder,0.8705453199340739,0.9263660752135688,0.9397422285065592,-0.22326337277588645,0.7564737859586862,0.8716737423885026
unrolled,original_firstorder_Uniformity,firstorder,0.4833567400117907,0.5970813522354738,0.8095324668943387,-0.5979872166464859,0.7156583933446443,0.4858669388036334
unrolled,original_firstorder_Variance,firstorder,0.9700923909489139,0.9868675531951525,0.9830016072654064,0.1706580233456001,0.9287845807580387,0.9703826091859687
unrolled,original_glcm_Autocorrelation,glcm,0.8680043433276765,0.9074559664357197,0.9565250275856356,-0.2758356327411946,0.8854595876748758,0.8691515856706616
unrolled,original_glcm_ClusterProminence,glcm,0.8671479973468678,0.8895418063943671,0.9748254563343466,-0.1484443776898783,0.8420849326797515,0.8683015533495622
unrolled,original_glcm_ClusterShade,glcm,0.8793262233561755,0.9144289598979273,0.9616123962809857,-0.18178369057708726,0.8058147459726837,0.8803886215549495
unrolled,original_glcm_Contrast,glcm,0.21777354681428604,0.9654487562452382,0.22556717319854144,1.9931738425711287,4.680127005088342,0.21949045924875063
unrolled,original_glcm_Correlation,glcm,0.21993216646337263,0.9577510621040412,0.22963395726256194,-2.0423279912382926,4.306185570753958,0.2216612747672394
unrolled,original_glcm_Dissimilarity,glcm,0.33368579846735713,0.9792345364740082,0.3407618767909073,1.7748678574067482,2.280555603774981,0.3359241085087232
unrolled,original_glcm_Energy,glcm,0.40400305190969105,0.8771200260013563,0.4606017875928263,-1.473783954565543,0.6639351085050689,0.4064253344995753
unrolled,original_glcm_Homogeneity,glcm,0.4203422830819059,0.9810458459734757,0.4284634452172897,-1.6291678608147344,1.1238807392732892,0.4227930355389993
unrolled,original_glcm_JointEntropy,glcm,0.41159608528848207,0.9420498571874228,0.4369153948150264,1.5934224153953482,1.2165612502251564,0.4140322673577856
unrolled,original_glcm_MaximumProbability,glcm,0.46904741263569893,0.8087890890161952,0.5799378589617779,-1.190078675254151,0.8355693657493682,0.47155112553748674
